grid_id,latitude,longitude,seasons_analyzed,seasons_with_detected_onset,first_detected_onset_date,latest_detected_onset_date,false_onset_probability,crop_stress_probability,overall_risk_level,false_onset_interpretation,crop_stress_interpretation
G395,-10.375,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G396,-10.375,33.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G397,-10.375,33.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G398,-10.375,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G399,-10.375,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G400,-10.375,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G401,-10.375,34.875,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G402,-10.375,35.125,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G403,-10.375,35.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G404,-10.375,35.625,1,1,2026-01-26 00:00:00,2026-01-26 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G405,-10.375,35.875,1,1,2026-01-27 00:00:00,2026-01-27 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G406,-10.125,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G407,-10.125,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G408,-10.125,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G409,-10.125,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G410,-10.125,33.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G411,-10.125,33.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G412,-10.125,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G413,-10.125,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G414,-10.125,34.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G415,-10.125,34.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G416,-10.125,35.125,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G417,-10.125,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G418,-10.125,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G419,-10.125,35.875,1,1,2026-01-09 00:00:00,2026-01-09 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G420,-9.875,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G421,-9.875,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G422,-9.875,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G423,-9.875,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G424,-9.875,33.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G425,-9.875,33.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G426,-9.875,34.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G427,-9.875,34.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G428,-9.875,34.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G429,-9.875,34.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G430,-9.875,35.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G431,-9.875,35.375,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G432,-9.875,35.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G433,-9.875,35.875,1,1,2026-01-27 00:00:00,2026-01-27 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G434,-9.625,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G435,-9.625,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G436,-9.625,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G437,-9.625,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G438,-9.625,33.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G439,-9.625,33.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G440,-9.625,34.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G441,-9.625,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G442,-9.625,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G443,-9.625,34.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G444,-9.625,35.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G445,-9.625,35.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G446,-9.625,35.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G447,-9.625,35.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G448,-9.375,32.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G449,-9.375,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G450,-9.375,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G451,-9.375,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G452,-9.375,33.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G453,-9.375,33.875,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G454,-9.375,34.125,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G455,-9.375,34.375,1,1,2026-01-08 00:00:00,2026-01-08 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G456,-9.375,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G457,-9.375,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G458,-9.375,35.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G459,-9.375,35.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G460,-9.375,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G461,-9.375,35.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G462,-9.125,32.625,1,1,2026-01-04 00:00:00,2026-01-04 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G463,-9.125,32.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G464,-9.125,33.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G465,-9.125,33.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G466,-9.125,33.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G467,-9.125,33.875,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G468,-9.125,34.125,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G469,-9.125,34.375,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G470,-9.125,34.625,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G471,-9.125,34.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,0.0,Low,No cases where onset was followed by a 10+ day dry spell in the available season.,No cases where onset was followed by a 5+ day dry spell in the available season.
G472,-9.125,35.125,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G473,-9.125,35.375,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G474,-9.125,35.625,1,1,2026-01-03 00:00:00,2026-01-03 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
G475,-9.125,35.875,1,1,2026-01-07 00:00:00,2026-01-07 00:00:00,0.0,1.0,High,No cases where onset was followed by a 10+ day dry spell in the available season.,The available season had a case where onset was followed by a 5+ day dry spell.
